series,season,driver_name,driver_code,team_name,n_races,avg_finish,best_finish,worst_finish,finish_std,wins,win_rate,podiums,podium_rate,top10_finishes,top10_rate,dnf_count,dnf_rate,dns_count,dns_rate,dsq_count,dsq_rate,total_laps,avg_kph,avg_lap_time_s,avg_time_from_winner_s,avg_best_lap_from_best_s,driver_speed_mean,team_speed_mean,team_avg_pos_season_mean,driver_vs_team_mean,driver_vs_team_best,driver_vs_team_std,lap_vs_race_avg_mean,lap_vs_race_avg_std
F3,2020,O  Piastri,PIA,PREMA Racing,9,5.0,1.0,8.0,2.5819888974716116,1,0.1111111111111111,2,0.2222222222222222,7,0.7777777777777778,2,0.2222222222222222,0,0.0,0,0.0,170.0,169.15800000000002,112.21555555555555,6.455142857142858,0.47611111111111115,112.215,112.56030919658724,6.85,-0.34500000000000014,-19.846,14.731050845068724,-1.706888888888889,4.996757109477217
F3,2020,P  Chovet,CHO,Hitech Grand Prix,2,7.0,7.0,7.0,,0,0.0,0,0.0,1,0.5,1,0.5,0,0.0,0,0.0,25.0,193.941,118.782,8.66,2.015,118.782,112.2384644768338,10.864,6.543500000000001,-8.571,21.375130888488147,-2.797,2.026568034880645
F3,2020,R  Stanek,STA,Charouz Racing System,9,18.11111111111111,8.0,24.0,4.675586713035179,0,0.0,0,0.0,1,0.1111111111111111,0,0.0,0,0.0,0,0.0,192.0,169.64822222222222,111.96877777777779,23.30111111111111,1.5553333333333332,111.969,114.37174159994417,17.955,-2.4026666666666667,-21.251,13.70579749595039,-1.9532222222222222,2.016078047706597
F3,2020,R  Verschoor,VER,MP Motorsport,9,7.111111111111111,2.0,18.0,4.8074017006186525,0,0.0,1,0.1111111111111111,8,0.8888888888888888,0,0.0,0,0.0,0,0.0,192.0,170.43533333333335,111.29555555555555,9.229333333333333,0.8836666666666667,111.296,112.72042301120447,12.522,-1.424666666666667,-20.132,13.603500413496521,-2.6265555555555555,2.2308279354934073
F3,2020,S  Fernández,FER,ART Grand Prix,9,11.88888888888889,8.0,22.0,4.314059701848262,0,0.0,0,0.0,4,0.4444444444444444,0,0.0,0,0.0,0,0.0,192.0,170.08855555555556,111.52322222222222,13.885666666666667,1.0322222222222222,111.523,111.36905099383188,9.333,0.1542222222222225,-18.54,13.675219594011807,-2.3987777777777777,2.334643643994613
F3,2020,S  Floersch,FLO,Campos Racing,8,18.428571428571427,12.0,24.0,4.577377082170635,0,0.0,0,0.0,0,0.0,1,0.125,0,0.0,0,0.0,161.0,170.442,107.352375,20.90742857142857,1.3915,107.352,115.16850141541464,17.478,-7.8161249999999995,-31.038,13.600858401875124,-3.5443750000000005,6.638479514757663
F3,2020,T  Pourchaire,POU,ART Grand Prix,9,6.777777777777778,1.0,26.0,7.512951779723097,1,0.1111111111111111,4,0.4444444444444444,8,0.8888888888888888,0,0.0,0,0.0,0,0.0,192.0,170.4078888888889,111.29055555555556,9.818111111111111,0.6675555555555556,111.291,111.36905099383188,9.333,-0.07855555555555584,-17.122,13.22982784384505,-2.6315555555555554,2.446625181301332
F3,2021,A  Cordeel,ACO,Campos Racing,7,20.333333333333332,12.0,26.0,5.819507424745384,0,0.0,0,0.0,0,0.0,1,0.14285714285714285,0,0.0,0,0.0,141.0,162.72885714285715,115.27042857142858,40.1475,3.398,115.27,115.19900174200993,20.059,0.07142857142857251,-24.749,22.498702739322127,-0.2281428571428572,2.411207265290663
F3,2021,A  Iwasa,IWA,Hitech Grand Prix,7,10.428571428571429,6.0,15.0,3.25868802112869,0,0.0,0,0.0,3,0.42857142857142855,0,0.0,0,0.0,0,0.0,144.0,164.1692857142857,114.05414285714285,20.502000000000002,3.007,114.054,115.03824389816532,13.333,-0.984,-24.637,21.701170644307034,-1.4441428571428574,2.125828264353405
F3,2021,A  Leclerc,LEC,PREMA Racing,7,9.0,2.0,13.0,4.147288270665544,0,0.0,1,0.14285714285714285,4,0.5714285714285714,1,0.14285714285714285,0,0.0,0,0.0,133.0,166.7634285714286,112.71328571428572,18.41,2.2215714285714285,112.713,113.97747928658644,7.526000000000001,-1.2638571428571421,-30.794,23.135233551364692,-2.785142857142857,3.136556467878504
F3,2021,A  Simmons,SIM,Charouz Racing System,1,21.0,21.0,21.0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20.0,175.241,119.932,58.635,1.582,119.932,116.67111836734692,15.8,3.261,3.261,,-4.34,
F3,2021,A  Smolyar,SMO,ART Grand Prix,7,8.285714285714286,3.0,23.0,7.111359122659223,0,0.0,2,0.2857142857142857,5,0.7142857142857143,0,0.0,0,0.0,0,0.0,144.0,164.31214285714285,113.94042857142857,19.223142857142857,2.620714285714286,113.93999999999998,113.97771337353124,9.762,-0.037142857142857366,-24.192,21.528670592402833,-1.5579999999999998,1.4797957066207934
F3,2021,C  Collet,CCO,MP Motorsport,7,7.166666666666667,3.0,16.0,4.708148963941844,0,0.0,1,0.14285714285714285,5,0.7142857142857143,1,0.14285714285714285,0,0.0,0,0.0,124.0,162.69333333333333,112.78266666666667,9.532,2.720333333333333,112.783,113.95453006422925,12.526,-1.1718333333333337,-24.096,23.22610089891686,-1.254,1.2821759629629623
F3,2021,C  Novalak,NOV,Trident,7,4.333333333333333,2.0,6.0,1.505545305418162,0,0.0,2,0.2857142857142857,6,0.8571428571428571,1,0.14285714285714285,0,0.0,0,0.0,133.0,167.35685714285714,112.29157142857142,8.896333333333333,2.2515714285714283,112.292,113.33800506072603,7.526000000000001,-1.0464285714285706,-30.169,22.89039717768962,-3.2067142857142854,3.0640612327587773
F3,2021,C  Williams,WIL,Jenzer Motorsport,7,15.285714285714286,9.0,21.0,4.3094580368566735,0,0.0,0,0.0,1,0.14285714285714285,0,0.0,0,0.0,0,0.0,144.0,163.51542857142857,114.51885714285716,29.38957142857143,2.975714285714286,114.519,114.93300854462998,18.81,-0.41414285714285726,-23.897,21.909567213347472,-0.9795714285714284,2.195172343814403
F3,2021,D  Hauger,HAU,PREMA Racing,7,5.571428571428571,1.0,24.0,8.502100580780864,3,0.42857142857142855,5,0.7142857142857143,6,0.8571428571428571,0,0.0,0,0.0,0,0.0,144.0,164.43757142857143,114.08857142857143,21.404714285714288,1.812142857142857,114.088,113.97747928658644,7.526000000000001,0.1110000000000004,-24.482,21.815334637207226,-1.4100000000000001,0.9741830765655224
F3,2021,D  Schumacher,SCH,Trident,7,13.0,4.0,27.0,7.77174369109018,0,0.0,0,0.0,2,0.2857142857142857,1,0.14285714285714285,0,0.0,0,0.0,141.0,164.70328571428573,113.838,25.959666666666667,2.685142857142857,113.838,113.33800506072603,7.526000000000001,0.5000000000000008,-25.801,22.293208151064007,-1.6602857142857144,2.2631763603606405
F3,2021,E  Fittipaldi,FIT,Charouz Racing System,4,13.5,9.0,19.0,4.43471156521669,0,0.0,0,0.0,1,0.25,0,0.0,0,0.0,0,0.0,86.0,157.4855,110.7995,22.0105,4.224,110.8,116.67111836734692,15.8,-5.8717500000000005,-25.285,18.743691887761422,-0.19175,0.4033669751809965
F3,2021,F  Ugran,UGR,Jenzer Motorsport,7,23.0,19.0,27.0,3.2145502536643185,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,144.0,162.19142857142856,115.57971428571429,49.803714285714285,3.6514285714285712,115.58,114.93300854462998,18.81,0.646714285714285,-23.782,22.421921681799756,0.08128571428571416,2.088957851360794
F3,2021,F  Vesti,VES,ART Grand Prix,7,5.285714285714286,1.0,8.0,2.690370836538197,1,0.14285714285714285,2,0.2857142857142857,7,1.0,0,0.0,0,0.0,0,0.0,144.0,164.9997142857143,113.47357142857142,9.733285714285714,2.340857142857143,113.473,113.97771337353124,9.762,-0.5039999999999999,-23.898,21.39702938883495,-2.025,2.4563224544021085
F3,2021,H  Yeany,YEA,Charouz Racing System,2,24.5,22.0,27.0,3.5355339059327378,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,35.0,149.878,140.8635,54.3575,1.8944999999999999,140.864,116.67111836734692,15.8,24.192500000000003,-25.13,69.75254843014699,20.7375,28.09830216400984
F3,2021,I  Cohen,COH,Carlin Buzz,7,19.6,16.0,24.0,3.5777087639996643,0,0.0,0,0.0,0,0.0,2,0.2857142857142857,0,0.0,0,0.0,137.0,162.62385714285713,115.09514285714286,38.8694,3.5224285714285712,115.095,114.57572753591867,17.5,0.5194285714285721,-23.838,22.18598255548717,-0.4032857142857143,0.950374788225802
F3,2021,J  Correa,JCO,ART Grand Prix,7,15.714285714285714,9.0,27.0,6.2105900340811875,0,0.0,0,0.0,1,0.14285714285714285,0,0.0,0,0.0,0,0.0,144.0,163.57571428571427,114.51928571428572,29.649857142857144,2.990142857142857,114.519,113.97771337353124,9.762,0.541428571428571,-22.745,21.775933694923722,-0.9794285714285714,2.2988890691768824
F3,2021,J  Crawford,CRA,Hitech Grand Prix,7,13.285714285714286,5.0,26.0,7.158079018709924,0,0.0,0,0.0,3,0.42857142857142855,0,0.0,0,0.0,0,0.0,144.0,163.53771428571432,114.46042857142857,30.553428571428576,2.6984285714285714,114.461,115.03824389816532,13.333,-0.5775714285714288,-24.997,21.15274252397817,-1.038142857142857,3.000488595133101
F3,2021,J  Doohan,DOO,Trident,7,5.571428571428571,1.0,27.0,9.519403742832194,3,0.42857142857142855,5,0.7142857142857143,6,0.8571428571428571,0,0.0,0,0.0,0,0.0,143.0,164.20242857142856,113.88442857142856,8.187714285714287,2.0742857142857143,113.884,113.33800506072603,7.526000000000001,0.5462857142857146,-23.543,20.143166829095218,-1.6142857142857143,3.946242926898347
F3,2021,J  Edgar,EDG,Carlin Buzz,7,14.666666666666666,10.0,19.0,2.943920288775949,0,0.0,0,0.0,1,0.14285714285714285,1,0.14285714285714285,0,0.0,0,0.0,139.0,163.3097142857143,114.71957142857143,33.687333333333335,3.995142857142857,114.72,114.57572753591867,17.5,0.1439999999999995,-23.899,22.11308292240893,-0.7788571428571428,2.0899136687569517
F3,2021,J  Hoggard,HOG,Jenzer Motorsport,6,17.166666666666668,6.0,25.0,6.2742861479746574,0,0.0,0,0.0,1,0.16666666666666666,0,0.0,0,0.0,0,0.0,122.0,162.55083333333332,117.25816666666667,33.771499999999996,3.3104999999999998,117.258,114.93300854463,18.81,2.3249999999999997,-23.776,22.382228798759073,-0.9531666666666666,2.971781648551365
F3,2021,J  Hughes,HUG,Carlin Buzz,1,13.0,13.0,13.0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20.0,130.118,121.154,8.05,5.928,121.154,114.57572753591867,17.5,6.578,6.578,,-0.316,
F3,2021,K  Frederick,FRE,Carlin Buzz,4,20.25,13.0,30.0,7.274384280931732,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,85.0,166.07,111.77025,44.39525,3.14975,111.77,114.57572753591867,17.5,-2.80525,-23.059,17.62205607328498,0.17149999999999999,4.411746857349516
F3,2021,L  Colombo,LCO,Campos Racing,7,17.166666666666668,11.0,29.0,6.462713568360171,0,0.0,0,0.0,0,0.0,1,0.14285714285714285,0,0.0,0,0.0,140.0,162.32199999999997,115.22414285714285,29.224999999999998,2.854142857142857,115.224,115.19900174200993,20.059,0.025142857142857227,-24.435,21.23109644231445,-0.27414285714285713,3.029975160985726
F3,2021,L  Sargeant,SAR,Charouz Racing System,7,7.333333333333333,4.0,10.0,2.1602468994692865,0,0.0,0,0.0,6,0.8571428571428571,1,0.14285714285714285,0,0.0,0,0.0,132.0,164.22357142857143,114.10642857142857,10.937,2.913857142857143,114.106,116.67111836734692,15.8,-2.5648571428571434,-26.675,21.92358178179052,-1.392,2.9094563065975056
F3,2021,L  Tóth,TOT,Campos Racing,6,23.2,21.0,26.0,1.9235384061671343,0,0.0,0,0.0,0,0.0,1,0.16666666666666666,0,0.0,0,0.0,121.0,163.4525,112.02033333333334,47.1816,2.6001666666666665,112.02,115.19900174200991,20.059,-3.1786666666666665,-23.656,22.472859227669865,-0.6893333333333334,1.934132949584042
F3,2021,M  Nannini,NAN,HWA RACELAB,7,17.714285714285715,3.0,28.0,10.094788848943889,0,0.0,1,0.14285714285714285,2,0.2857142857142857,0,0.0,0,0.0,0,0.0,144.0,161.89014285714285,115.91099999999999,52.974428571428575,1.9708571428571429,115.91099999999999,120.91748997655122,20.684,-5.006285714285715,-29.997,23.51080940556411,0.41257142857142853,3.2957110440258996
F3,2021,O  Caldwell,CAL,PREMA Racing,7,8.333333333333334,3.0,14.0,4.226897995772629,0,0.0,1,0.14285714285714285,4,0.5714285714285714,1,0.14285714285714285,0,0.0,0,0.0,126.0,163.09471428571428,115.13071428571428,16.354666666666667,3.390285714285714,115.131,113.97747928658644,7.526000000000001,1.1529999999999998,-23.343,23.018004967126636,-0.3678571428571428,4.084975374408494
F3,2021,O  Rasmussen,RAS,HWA RACELAB,7,21.428571428571427,17.0,26.0,3.505098327538656,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,142.0,162.78928571428574,115.08742857142856,7.533857142857142,3.2131428571428566,115.087,120.91748997655122,20.684,-5.829999999999999,-29.366,21.827698267720915,-0.41085714285714287,2.0223675423103673
F3,2021,P  Chovet,CHO,Campos Racing,1,,,,,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,18.0,157.523,133.593,,8.621,116.474,115.19900174200993,20.059,18.394,18.394,,1.362,
F3,2021,P  Chovet,CHO,Jenzer Motorsport,1,24.0,24.0,24.0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,22.0,169.186,99.354,38.577,0.891,116.474,114.93300854462998,18.81,-15.579,-15.579,,0.133,
F3,2021,R  Stanek,STA,Hitech Grand Prix,7,16.285714285714285,10.0,26.0,5.936168397046637,0,0.0,0,0.0,1,0.14285714285714285,0,0.0,0,0.0,0,0.0,142.0,160.83614285714287,116.60000000000001,33.028285714285715,3.3762857142857143,116.6,115.03824389816532,13.333,1.5615714285714293,-24.406,23.148644559722733,1.1015714285714284,3.636198787064263
F3,2021,R  Villagómez,VIL,HWA RACELAB,7,23.8,19.0,28.0,3.271085446759225,0,0.0,0,0.0,0,0.0,2,0.2857142857142857,0,0.0,0,0.0,118.0,144.61033333333333,133.56,36.833600000000004,3.689666666666666,133.56,120.91748997655122,20.684,12.642666666666665,-29.426,63.92957534558373,23.741833333333336,54.676444377507465
F3,2021,R  de Gerus,DEG,Charouz Racing System,4,20.25,17.0,23.0,2.4999999999999996,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,86.0,156.76875,111.31774999999999,32.52075,2.303,111.318,116.67111836734692,15.8,-5.35325,-25.249,19.159626029318353,0.327,0.23617789905069445
F3,2021,T  van der Helm,VAN,MP Motorsport,7,19.166666666666668,16.0,22.0,2.0412414523193148,0,0.0,0,0.0,0,0.0,1,0.14285714285714285,0,0.0,0,0.0,143.0,163.15642857142856,114.86685714285714,36.24216666666667,3.375857142857143,114.867,113.95453006422925,12.526,0.9124285714285713,-22.971,22.06655096034979,-0.6317142857142857,1.9888393360857244
F3,2021,V  Martins,MAR,MP Motorsport,7,11.428571428571429,2.0,27.0,9.997618764104828,0,0.0,1,0.14285714285714285,5,0.7142857142857143,0,0.0,0,0.0,0,0.0,144.0,164.20885714285714,114.04671428571429,23.095571428571425,2.0574285714285714,114.047,113.95453006422925,12.526,0.09228571428571376,-23.8,20.985643304525166,-1.4517142857142855,3.0749547809296165
F3,2021,Z  Chovanec,CHO,Charouz Racing System,3,22.333333333333332,20.0,24.0,2.081665999466132,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,58.0,170.25333333333333,120.40666666666668,57.42966666666666,2.6256666666666666,120.407,116.67111836734692,15.800000000000002,3.7350000000000017,-25.066,29.05063756615335,-1.1016666666666666,2.849214336151868
F3,2022,A  Famularo,FAM,Charouz Racing System,1,23.0,23.0,23.0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15.0,180.869,114.893,43.109,1.518,114.893,121.78714174023489,20.913,-6.894,-6.894,,1.214,
F3,2022,A  Leclerc,LEC,PREMA Racing,9,7.111111111111111,1.0,14.0,4.910306620885412,1,0.1111111111111111,2,0.2222222222222222,6,0.6666666666666666,0,0.0,0,0.0,0,0.0,201.0,159.5342222222222,116.46288888888888,8.193111111111111,1.7085555555555554,116.463,116.49405436371018,6.556,-0.031111111111110742,-18.897,15.911389839077888,-1.911333333333333,1.657925360201719
F3,2022,A  Simmons,SIM,Charouz Racing System,1,19.0,19.0,19.0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23.0,157.243,123.66,36.792,0.93,123.66,121.78714174023489,20.913,1.873,1.873,,-2.316,
F3,2022,A  Smolyar,SMO,MP Motorsport,8,10.142857142857142,1.0,23.0,7.267016155859556,1,0.125,1,0.125,4,0.5,1,0.125,0,0.0,0,0.0,178.0,157.408375,115.987125,13.483428571428572,2.084,115.987,117.034741826324,12.304,-1.0476250000000003,-19.258,16.79422879560969,-1.50475,1.8681597323875403
F3,2022,B  Benavides,BEN,Carlin,9,19.0,14.0,22.0,2.756809750418044,0,0.0,0,0.0,0,0.0,3,0.3333333333333333,0,0.0,0,0.0,146.0,157.45711111111112,118.34422222222221,28.207166666666666,2.123333333333333,118.344,117.8760616532725,16.957,0.4680000000000001,-25.36,17.888217707474382,-0.030000000000000186,5.887589065143728
F3,2022,C  Collet,CCO,MP Motorsport,9,11.5,4.0,26.0,7.727501906456298,0,0.0,0,0.0,5,0.5555555555555556,1,0.1111111111111111,0,0.0,0,0.0,176.0,154.38555555555556,120.90422222222222,-22.9725,1.9688750000000002,120.904,117.03474182632401,12.304,3.8696666666666655,-18.543,21.417212271908777,2.5302222222222226,11.92404419416686
F3,2022,C  Mansell,MAN,Charouz Racing System,2,23.0,23.0,23.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,42.0,150.749,134.10750000000002,41.15,7.0645,134.107,121.78714174023489,20.913,12.32,-6.786,27.019964322700353,-1.836,0.14283556979968257
F3,2022,D  Schumacher,SCH,Charouz Racing System,2,15.5,14.0,17.0,2.1213203435596424,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,50.0,151.73000000000002,108.549,16.236,1.1965,108.549,121.78714174023489,20.913,-13.238499999999998,-19.551,8.927223112480162,-1.1264999999999998,2.8574185027748387
F3,2022,D  Vidales,VID,Campos Racing,8,9.666666666666666,7.0,13.0,2.3380903889000244,0,0.0,0,0.0,4,0.5,2,0.25,0,0.0,0,0.0,167.0,155.238875,117.90275,16.8335,2.3835,117.903,118.69282157916206,16.545,-0.7901250000000002,-20.755,17.152611366682,-1.0582500000000001,3.8304069440651936
F3,2022,E  Trulli,TRU,Carlin,9,21.333333333333332,17.0,26.0,2.9999999999999996,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,200.0,157.148,118.27655555555556,35.71111111111111,1.3058888888888889,118.276,117.8760616532725,16.957,0.40055555555555594,-19.717,16.175284890158128,-0.09755555555555555,1.521896605482047
F3,2022,F  Colapinto,COL,Van Amersfoort Racing,9,10.875,3.0,22.0,6.311836952447814,0,0.0,1,0.1111111111111111,4,0.4444444444444444,1,0.1111111111111111,0,0.0,0,0.0,179.0,157.3395,116.10499999999999,21.51175,1.9905,116.10499999999999,116.69264090921641,14.0,-0.58775,-18.947,16.80182581702698,-1.386875,1.2985805918661455
F3,2022,F  Malvestiti,MAL,Jenzer Motorsport,8,21.625,13.0,26.0,4.34042460069124,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,176.0,156.345125,118.118625,36.3495,2.955375,118.119,118.08503178367349,15.64,0.033624999999999794,-15.74,16.61100567126248,0.69475,3.4232716076875933
F3,2022,F  Pizzi,PIZ,Charouz Racing System,9,20.142857142857142,14.0,27.0,4.525062483125562,0,0.0,0,0.0,0,0.0,2,0.2222222222222222,0,0.0,0,0.0,154.0,154.23525,119.3985,32.455714285714286,1.234,119.39899999999999,121.78714174023487,20.913,-2.388625,-19.475,16.87443036869266,1.9745000000000001,5.353217323655533
F3,2022,F  Ugran,UGR,MP Motorsport,1,18.0,18.0,18.0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,22.0,170.031,124.598,17.957,1.523,124.598,117.034741826324,12.304,7.564,7.564,,-0.835,
F3,2022,G  Saucy,SAU,ART Grand Prix,9,12.8,3.0,25.0,7.9498427657407165,0,0.0,1,0.1111111111111111,1,0.1111111111111111,4,0.4444444444444444,0,0.0,0,0.0,182.0,157.16022222222222,118.40388888888889,19.126800000000003,1.9675555555555557,118.404,119.54236629086725,9.5,-1.1385555555555553,-21.571,18.512756656634846,0.029666666666666706,3.4432145591002605
F3,2022,H  Yeany,YEA,Campos Racing,5,20.0,17.0,26.0,3.7416573867739413,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,108.0,162.554,117.95819999999999,37.6978,1.035,117.958,118.69282157916204,16.545,-0.7345999999999998,-5.811,5.779902706793601,-0.749,2.100617052201567
F3,2022,I  Cohen,COH,Jenzer Motorsport,9,14.375,10.0,19.0,3.3779748793788102,0,0.0,0,0.0,2,0.2222222222222222,1,0.1111111111111111,0,0.0,0,0.0,184.0,155.9681111111111,119.74177777777777,21.8755,1.186125,119.74200000000002,118.08503178367349,15.639999999999999,1.6567777777777772,-20.212,23.14193115741304,1.3675555555555556,7.86735179573011
F3,2022,I  Hadjar,HAD,Hitech Grand Prix,9,9.222222222222221,1.0,25.0,8.135996831639282,1,0.1111111111111111,3,0.3333333333333333,6,0.6666666666666666,0,0.0,0,0.0,0,0.0,201.0,159.15311111111112,116.77244444444445,14.675777777777776,0.4165555555555555,116.772,118.58528678994828,14.639999999999999,-1.8127777777777778,-21.204,16.12853748622126,-1.6016666666666666,1.2064973062547633
